Id	FunctionName	n_candidates	mean_n_resample	enrichment(log2)	emp_p_e	emp_p_d	fdr_e	fdr_d	BH_fdr_e	BH_fdr_d	Genes
hsa04621	['NOD-like receptor signaling pathway']	11	2.913120	1.916866	0.000160	0.999950	0.025530	1.000000	0.057599	0.999950	['ITPR1', 'MAPK13', 'PLCB1', 'STAT1', 'TAB2', 'TRPM7']; ['CARD6', 'OAS2', 'STAT1', 'TAB2', 'TANK']
hsa05169	['Epstein-Barr virus infection']	10	2.879730	1.795995	0.000620	0.999780	0.053605	1.000000	0.111599	0.999950	['LYN', 'MAPK13', 'NCOR2', 'STAT1', 'TAB2']; ['OAS2', 'PDIA3', 'PSMD14', 'STAT1', 'TAB2']
hsa05140	['Leishmaniasis']	5	0.875640	2.513518	0.001640	0.999740	0.096103	1.000000	0.176398	0.999950	['MAPK13', 'STAT1', 'TAB2']; ['STAT1', 'TAB2']
hsa00910	['Nitrogen metabolism']	3	0.253950	3.562346	0.001960	0.999870	0.096103	1.000000	0.176398	0.999950	['CA5A']; ['CA4', 'CA7']
hsa04620	['Toll-like receptor signaling pathway']	5	1.230760	2.022379	0.007750	0.998620	0.291650	1.000000	0.440876	0.999950	['MAPK13', 'STAT1', 'TAB2']; ['STAT1', 'TAB2']
hsa00330	['Arginine and proline metabolism']	3	0.424350	2.821636	0.009050	0.999110	0.291650	1.000000	0.440876	0.999950	None; ['CKMT1A', 'DAO', 'L3HYPDH']
hsa05168	['Herpes simplex virus 1 infection']	10	4.184560	1.256852	0.011680	0.995830	0.320507	1.000000	0.440876	0.999950	['STAT1', 'TAB2', 'ZNF418', 'ZNF484', 'ZNF879']; ['OAS2', 'PDIA3', 'STAT1', 'TAB2', 'ZNF205']
hsa00310	['Lysine degradation']	5	1.436240	1.799631	0.012900	0.997430	0.320507	1.000000	0.440876	0.999950	['COLGALT2', 'SMYD3']; ['EHMT1', 'SMYD3', 'WHSC1']
hsa04975	['Fat digestion and absorption']	3	0.496180	2.596027	0.013280	0.998410	0.320507	1.000000	0.440876	0.999950	['CD36', 'PLA2G1B']; ['PLPP2']
hsa04147	['Exosome']	24	14.878640	0.689792	0.014930	0.991660	0.320507	1.000000	0.440876	0.999950	['ATP6V0A2', 'CD36', 'COL4A4', 'GAA', 'KRT24', 'LTF', 'SELENBP1', 'SEPT2', 'SLC44A5', 'STX2', 'THBS3']; ['ACAP2', 'CA4', 'CKMT1A', 'CTH', 'CUBN', 'GNG7', 'JUP', 'PDIA3', 'PKLR', 'PMEL', 'SFN', 'SLC26A4', 'THBS3']
hsa05170	['Human immunodeficiency virus 1 infection']	10	4.550770	1.135817	0.015280	0.994270	0.320507	1.000000	0.440876	0.999950	['CD4', 'DCAF1', 'ITPR1', 'MAPK13', 'PAK2', 'TAB2']; ['GNG7', 'PAK2', 'PDIA3', 'TAB2']
hsa05144	['Malaria']	3	0.536470	2.483393	0.016160	0.997930	0.320507	1.000000	0.440876	0.999950	['CD36', 'THBS3']; ['THBS3']
hsa04659	['Th17 cell differentiation']	6	2.046810	1.551585	0.016450	0.995870	0.320507	1.000000	0.440876	0.999950	['CD4', 'IRF4', 'MAPK13', 'STAT1']; ['RUNX1', 'STAT1']
hsa00511	['Other glycan degradation']	2	0.209200	3.257045	0.017660	0.998840	0.320507	1.000000	0.440876	0.999950	['GBA']; ['GBA']
hsa04152	['AMPK signaling pathway']	8	3.330610	1.264214	0.018370	0.993870	0.320507	1.000000	0.440876	0.999950	['CD36', 'CPT1C', 'GYS1', 'PPP2R5C', 'RPTOR']; ['CREB5', 'PPP2R5C', 'PRKAA1']
hsa04922	['Glucagon signaling pathway']	7	2.818380	1.312489	0.022110	0.993260	0.320507	1.000000	0.452738	0.999950	['CPT1C', 'GYS1', 'ITPR1', 'PLCB1', 'SIK2']; ['CREB5', 'PRKAA1']
hsa04060	['Cytokine-cytokine receptor interaction']	7	2.763290	1.340968	0.022320	0.992640	0.320507	1.000000	0.452738	0.999950	['BMP7', 'CCR3', 'CD4', 'CXCR6', 'IL20RA']; ['IL31', 'TNFRSF13B']
hsa05130	['Pathogenic Escherichia coli infection']	9	4.144880	1.118595	0.023690	0.990950	0.320507	1.000000	0.452738	0.999950	['BAIAP2', 'LYN', 'MAPK13', 'MYO5B', 'PAK2', 'TAB2']; ['PAK2', 'TAB2', 'WIPF1']
hsa00051	['Fructose and mannose metabolism']	3	0.675040	2.151918	0.025300	0.996970	0.320507	1.000000	0.452738	0.999950	['HK1']; ['FUK', 'GMDS']
hsa05145	['Toxoplasmosis']	6	2.283420	1.393766	0.025720	0.993170	0.320507	1.000000	0.452738	0.999950	['MAPK13', 'STAT1', 'TAB2']; ['LDLR', 'STAT1', 'TAB2']
hsa05203	['Viral carcinogenesis']	8	3.583550	1.158611	0.026410	0.990570	0.320507	1.000000	0.452738	0.999950	['CCR3', 'LYN', 'MAD1L1', 'SCRIB']; ['CREB5', 'GTF2H3', 'HDAC4', 'HDAC5']
hsa00500	['Starch and sucrose metabolism']	3	0.694900	2.110085	0.031830	0.995170	0.320507	1.000000	0.520849	0.999950	['GAA', 'GYS1', 'HK1']; None
hsa05162	['Measles']	5	1.828560	1.451220	0.036180	0.990100	0.320507	1.000000	0.543179	0.999950	['STAT1', 'TAB2']; ['OAS2', 'STAT1', 'TAB2']
hsa04380	['Osteoclast differentiation']	6	2.466850	1.282293	0.036650	0.988860	0.320507	1.000000	0.543179	0.999950	['LILRA4', 'MAPK13', 'STAT1', 'TAB2']; ['STAT1', 'TAB2']
hsa04217	['Necroptosis']	5	1.872000	1.417348	0.038430	0.989090	0.320507	1.000000	0.543179	0.999950	['STAT1', 'TRPM7', 'VPS4A']; ['STAT1', 'VPS4A']
hsa05340	['Primary immunodeficiency']	2	0.314180	2.670337	0.039230	0.995980	0.320507	1.000000	0.543179	0.999950	['CD4']; ['TNFRSF13B']
hsa04927	['Cortisol synthesis and secretion']	6	2.713400	1.144861	0.051379	0.983020	0.388650	1.000000	0.630994	0.999950	['CACNA1I', 'ITPR1', 'PLCB1']; ['CACNA1I', 'CREB5', 'LDLR']
hsa00520	['Amino sugar and nucleotide sugar metabolism']	3	0.872040	1.782496	0.051809	0.990640	0.388650	1.000000	0.630994	0.999950	['HK1']; ['FUK', 'GMDS']
hsa04062	['Chemokine signaling pathway']	9	4.850610	0.891759	0.052119	0.977680	0.388650	1.000000	0.630994	0.999950	['CCR3', 'CXCR6', 'GRK4', 'LYN', 'PLCB1', 'STAT1']; ['GNG7', 'GRK4', 'STAT1']
hsa05120	['Epithelial cell signaling in Helicobacter pylori infection']	4	1.466280	1.447839	0.058209	0.984620	0.395418	1.000000	0.630994	0.999950	['ATP6V0A2', 'LYN', 'MAPK13']; ['GIT1']
hsa04371	['Apelin signaling pathway']	9	4.998930	0.848306	0.059029	0.974320	0.395418	1.000000	0.630994	0.999950	['ITPR1', 'MEF2C', 'PLCB1', 'RYR2']; ['GNG7', 'HDAC4', 'HDAC5', 'MEF2C', 'PRKAA1']
hsa05235	['PD-L1 expression and PD-1 checkpoint pathway in cancer']	5	2.138330	1.225444	0.060699	0.981290	0.395418	1.000000	0.630994	0.999950	['CD4', 'MAPK13', 'RASGRP1', 'STAT1']; ['STAT1']
hsa04142	['Lysosome']	5	2.146930	1.219653	0.061759	0.981030	0.395418	1.000000	0.630994	0.999950	['ARSG', 'ATP6V0A2', 'GAA', 'GBA']; ['GBA']
hsa04131	['Membrane trafficking']	52	42.164040	0.302499	0.062419	0.954990	0.395418	1.000000	0.630994	0.999950	['ANKFY1', 'ARHGAP12', 'ARHGAP15', 'ARHGAP26', 'ARHGEF39', 'BAIAP2', 'CD36', 'DLC1', 'DOCK3', 'DOCK8', 'FYCO1', 'HK1', 'ITSN1', 'LYN', 'MANF', 'MYO5B', 'NBAS', 'NCAM2', 'PACS2', 'PEX14', 'PI4K2A', 'PLCB1', 'RPTOR', 'SEC22C', 'SEPT2', 'STX2', 'TBC1D7', 'THBS3', 'TRAPPC12', 'TRAPPC9', 'VPS13D', 'VPS4A', 'VPS54']; ['ACAP2', 'ANKRD13B', 'COG4', 'COG8', 'DAB2', 'GIT1', 'IGFBP7', 'LDLR', 'MAN1C1', 'MAP1LC3A', 'MEGF11', 'PDIA3', 'PRKAA1', 'RIMS4', 'TBC1D8', 'THBS3', 'VPS33A', 'VPS4A', 'WIPF1']
hsa00260	['Glycine, serine and threonine metabolism']	2	0.405100	2.303650	0.062639	0.991930	0.395418	1.000000	0.630994	0.999950	None; ['CTH', 'DAO']
hsa04050	['Cytokine receptors']	4	1.502870	1.412280	0.063099	0.982440	0.395418	1.000000	0.630994	0.999950	['CCR3', 'CXCR6', 'IL20RA']; ['TNFRSF13B']
hsa04723	['Retrograde endocannabinoid signaling']	9	5.101320	0.819054	0.069099	0.968850	0.395418	1.000000	0.661655	0.999950	['GABRB3', 'GRM1', 'ITPR1', 'MAPK13', 'PLCB1', 'SLC17A6']; ['GABRA4', 'GNG7', 'GRM1']
hsa04920	['Adipocytokine signaling pathway']	4	1.560250	1.358223	0.070539	0.980330	0.395418	1.000000	0.661655	0.999950	['CD36', 'CPT1C']; ['ACSBG2', 'PRKAA1']
hsa04657	['IL-17 signaling pathway']	3	0.968090	1.631749	0.071679	0.983890	0.395418	1.000000	0.661655	0.999950	['MAPK13', 'TAB2']; ['TAB2']
hsa03008	['Ribosome biogenesis in eukaryotes']	3	0.996980	1.589326	0.076339	0.983260	0.398049	1.000000	0.667279	0.999950	['UTP4']; ['SNU13', 'UTP4']
hsa03009	['Ribosome biogenesis']	6	2.977300	1.010958	0.076739	0.971210	0.398049	1.000000	0.667279	0.999950	['TFB1M', 'UTP4']; ['NIP7', 'RRP12', 'SNU13', 'UTP4']
hsa04612	['Antigen processing and presentation']	2	0.458250	2.125793	0.077849	0.988760	0.398049	1.000000	0.667279	0.999950	['CD4']; ['PDIA3']
hsa04658	['Th1 and Th2 cell differentiation']	4	1.633410	1.292113	0.081059	0.977510	0.401348	1.000000	0.668857	0.999950	['CD4', 'MAPK13', 'STAT1']; ['STAT1']
hsa05167	['Kaposi sarcoma-associated herpesvirus infection']	7	3.759210	0.896925	0.081749	0.965650	0.401348	1.000000	0.668857	0.999950	['CCR3', 'ITPR1', 'LYN', 'MAPK13', 'STAT1']; ['GNG7', 'STAT1']
hsa00052	['Galactose metabolism']	2	0.488850	2.032536	0.085709	0.988080	0.404440	1.000000	0.685673	0.999950	['GAA', 'HK1']; None
hsa00071	['Fatty acid degradation']	2	0.510040	1.971318	0.093389	0.985040	0.432887	1.000000	0.724665	0.999950	['CPT1C']; ['ACSBG2']
hsa05161	['Hepatitis B']	6	3.154630	0.927492	0.094609	0.962310	0.432887	1.000000	0.724665	0.999950	['MAPK13', 'STAT1', 'TAB2']; ['CREB5', 'STAT1', 'TAB2']
hsa00600	['Sphingolipid metabolism']	3	1.151920	1.380922	0.106039	0.972110	0.471560	1.000000	0.772192	0.999950	['GBA']; ['GBA', 'PLPP2']
hsa03040	['Spliceosome']	3	1.139130	1.397030	0.106329	0.972000	0.471560	1.000000	0.772192	0.999950	['DDX46']; ['SF3B3', 'SNU13']
hsa04915	['Estrogen signaling pathway']	7	4.016340	0.801474	0.107249	0.952150	0.471560	1.000000	0.772192	0.999950	['GRM1', 'ITPR1', 'KRT24', 'PLCB1']; ['CREB5', 'GRM1', 'NCOA3']
