Id	FunctionName	n_candidates	mean_n_resample	enrichment(log2)	emp_p_e	emp_p_d	fdr_e	fdr_d	BH_fdr_e	BH_fdr_d	Genes
vip:0002007	['HCV']	4	2.049010	0.965073	0.147569	0.947301	1.000000	1.000000	0.829043	0.947301	['COG8', 'RRP12', 'SF3B3', 'SMYD3']
vip:0002014	['SV40']	2	0.857680	1.221489	0.210378	0.945741	1.000000	1.000000	0.829043	0.947301	['HDLBP', 'PDIA3']
vip:0002005	['HBV']	2	1.000610	0.999120	0.264537	0.923191	1.000000	1.000000	0.829043	0.947301	['NCOA3', 'SF3B3']
vip:0002008	['HIV']	6	4.384680	0.452491	0.275187	0.852931	1.000000	1.000000	0.829043	0.947301	['CCDC134', 'HEBP1', 'PAK2', 'SF3B3', 'SNU13', 'WHSC1']
vip:0002004	['EBV']	6	4.499170	0.415304	0.294947	0.838722	1.000000	1.000000	0.829043	0.947301	['ATXN2', 'CUBN', 'EHMT1', 'HDAC4', 'HDLBP', 'PSMD14']
vip:0002012	['IAV']	6	4.604850	0.381808	0.313267	0.823882	1.000000	1.000000	0.829043	0.947301	['AHNAK2', 'ATXN2', 'HDLBP', 'PSMD14', 'RPL37', 'SF3B3']
vip:0002010	['HSV']	2	1.265240	0.660589	0.362706	0.869001	1.000000	1.000000	0.829043	0.947301	['HDAC5', 'SF3B3']
vip:0002011	['HTLV']	1	0.598670	0.740167	0.455825	0.880641	1.000000	1.000000	0.911651	0.947301	['TAB2']
vip:0002001	['ADV']	1	1.037920	-0.053695	0.650463	0.721893	1.000000	1.000000	1.000000	0.947301	['ATXN2']
vip:0002013	['KSHV']	2	3.117210	-0.640255	0.827922	0.388156	1.000000	1.000000	1.000000	0.947301	['COG8', 'GMDS']
vip:0002009	['HPV']	2	3.543010	-0.824976	0.877831	0.303407	1.000000	1.000000	1.000000	0.947301	['PSMD14', 'SNTB2']
vip:0002002	['DENV']	0	0.388920		1.000000	0.674833	1.000000	1.000000	1.000000	0.947301	None
vip:0002003	['EBOV']	0	0.228640		1.000000	0.794872	1.000000	1.000000	1.000000	0.947301	None
vip:0002006	['HCMV']	0	0.227750		1.000000	0.794632	1.000000	1.000000	1.000000	0.947301	None
vip:0002015	['VACV']	0	0.340050		1.000000	0.710363	1.000000	1.000000	1.000000	0.947301	None
vip:0002016	['Coronaviruses']	0	0.202530		1.000000	0.816192	1.000000	1.000000	1.000000	0.947301	None
