Id	FunctionName	n_candidates	mean_n_resample	enrichment(log2)	emp_p_e	emp_p_d	fdr_e	fdr_d	BH_fdr_e	BH_fdr_d	Genes
vip:0002008	['HIV']	12	8.452420	0.505598	0.140639	0.918001	1.000000	1.000000	1.000000	0.927601	['CCR3', 'CD4', 'CXCR6', 'DCAF1', 'FBN2', 'ISOC2', 'ITPR1', 'LTF', 'MDFIC', 'PACS2', 'PAK2', 'PPM1G']
vip:0002012	['IAV']	12	8.913940	0.428899	0.182388	0.888601	1.000000	1.000000	1.000000	0.927601	['ANKFY1', 'COPS7B', 'DDX46', 'DNAJC11', 'HDLBP', 'HK1', 'MTX1', 'PPM1G', 'RASGRP1', 'SLC2A12', 'TFB1M', 'TRAPPC9']
vip:0002011	['HTLV']	2	1.150760	0.797413	0.321647	0.895461	1.000000	1.000000	1.000000	0.927601	['MAD1L1', 'TAB2']
vip:0002003	['EBOV']	1	0.445890	1.165240	0.362196	0.927601	1.000000	1.000000	1.000000	0.927601	['STAT1']
vip:0002015	['VACV']	1	0.649130	0.623421	0.482195	0.863621	1.000000	1.000000	1.000000	0.927601	['KHNYN']
vip:0002009	['HPV']	7	6.832240	0.034996	0.529685	0.625054	1.000000	1.000000	1.000000	0.927601	['DNAJC11', 'MAGI2', 'SCRIB', 'SERPINF1', 'SGCD', 'SNTB2', 'SNX17']
vip:0002002	['DENV']	1	0.752530	0.410179	0.533725	0.827952	1.000000	1.000000	1.000000	0.927601	['NRBP1']
vip:0002013	['KSHV']	6	5.996780	0.000774	0.560724	0.607854	1.000000	1.000000	1.000000	0.927601	['CD36', 'FBN2', 'LYN', 'TRMT10C', 'TRPM7', 'WWOX']
vip:0002001	['ADV']	2	2.012330	-0.008867	0.603904	0.672653	1.000000	1.000000	1.000000	0.927601	['CAD', 'MCRIP1']
vip:0002007	['HCV']	3	3.962430	-0.401423	0.763962	0.435786	1.000000	1.000000	1.000000	0.927601	['PPM1G', 'SMYD3', 'SORBS2']
vip:0002004	['EBV']	7	8.654200	-0.306046	0.772232	0.357046	1.000000	1.000000	1.000000	0.927601	['HDLBP', 'ITSN1', 'PEX14', 'PI4K2A', 'TRIM32', 'WWOX', 'ZMYND11']
vip:0002014	['SV40']	1	1.663470	-0.734196	0.818672	0.499825	1.000000	1.000000	1.000000	0.927601	['HDLBP']
vip:0002005	['HBV']	1	1.903280	-0.928488	0.861541	0.424376	1.000000	1.000000	1.000000	0.927601	['GAA']
vip:0002010	['HSV']	1	2.454290	-1.295306	0.917651	0.288667	1.000000	1.000000	1.000000	0.927601	['EBF1']
vip:0002006	['HCMV']	0	0.445480		1.000000	0.637334	1.000000	1.000000	1.000000	0.927601	None
vip:0002016	['Coronaviruses']	0	0.394040		1.000000	0.671683	1.000000	1.000000	1.000000	0.927601	None
