Id	FunctionName	n_candidates	mean_n_resample	enrichment(log2)	emp_p_e	emp_p_d	fdr_e	fdr_d	BH_fdr_e	BH_fdr_d	Genes
siv_modules:29	['yellow']	5	1.476410	1.759835	0.017480	0.996120	0.248230	1.000000	0.461115	0.996120	['SIT1', 'TBC1D7']; ['GALK2', 'RAI1', 'VPS35']
siv_modules:31	['magenta']	4	1.167190	1.776961	0.028820	0.994090	0.248230	1.000000	0.461115	0.996120	['PACS2']; ['CACNB3', 'FMNL3', 'ZNF609']
siv_modules:25	['greenyellow']	2	0.471460	2.084793	0.080589	0.988260	0.502093	1.000000	0.859618	0.996120	None; ['SBNO1', 'SHCBP1']
siv_modules:30	['tan']	3	1.304990	1.200924	0.143029	0.958030	0.546323	1.000000	0.918327	0.996120	['TFB1M']; ['PRPSAP2', 'XPO1']
siv_modules:33	['green']	2	0.667090	1.584047	0.143489	0.970570	0.546323	1.000000	0.918327	0.996120	['THBS3']; ['SRCAP']
siv_modules:17	['darkolivegreen']	1	0.217610	2.200183	0.199058	0.982310	0.546323	1.000000	1.000000	0.996120	['LTBP1']; None
siv_modules:4	['lightcyan']	1	0.299430	1.739709	0.261577	0.965320	0.591837	1.000000	1.000000	0.996120	['MEF2C']; None
siv_modules:9	['darkgreen']	1	0.473830	1.077559	0.382496	0.920831	1.000000	1.000000	1.000000	0.996120	['CACNA1I']; None
siv_modules:22	['white']	1	0.564690	0.824469	0.438176	0.892501	1.000000	1.000000	1.000000	0.996120	['PTPRD']; None
siv_modules:28	['midnightblue']	1	0.639730	0.644465	0.477535	0.866901	1.000000	1.000000	1.000000	0.996120	['GLIS3']; None
siv_modules:26	['pink']	1	0.770330	0.376451	0.539805	0.819562	1.000000	1.000000	1.000000	0.996120	['LILRA4']; None
siv_modules:18	['purple']	1	0.815480	0.294279	0.560784	0.804332	1.000000	1.000000	1.000000	0.996120	None; ['SRCAP']
siv_modules:2	['turquoise']	3	4.570870	-0.607506	0.839562	0.323807	1.000000	0.524313	1.000000	0.996120	['BAIAP2', 'CD36']; ['SDF2']
siv_modules:32	['blue']	1	1.834220	-0.875167	0.846142	0.448106	1.000000	0.524313	1.000000	0.996120	None; ['XPO1']
siv_modules:5	['lightyellow']	0	0.747620		1.000000	0.453985	1.000000	0.524313	1.000000	0.996120	None; None
siv_modules:6	['darkturquoise']	0	0.618870		1.000000	0.531185	1.000000	0.698086	1.000000	0.996120	None; None
siv_modules:3	['black']	0	1.594180		1.000000	0.193438	1.000000	0.304565	1.000000	0.996120	None; None
siv_modules:7	['cyan']	0	1.004610		1.000000	0.352306	1.000000	0.524313	1.000000	0.996120	None; None
siv_modules:1	['red']	0	0.972990		1.000000	0.374726	1.000000	0.524313	1.000000	0.996120	None; None
siv_modules:8	['royalblue']	0	1.083000		1.000000	0.327977	1.000000	0.524313	1.000000	0.996120	None; None
siv_modules:23	['salmon']	0	0.418400		1.000000	0.656643	1.000000	0.943799	1.000000	0.996120	None; None
siv_modules:21	['orange']	0	0.459060		1.000000	0.628904	1.000000	0.943799	1.000000	0.996120	None; None
siv_modules:19	['lightgreen']	0	0.937550		1.000000	0.383816	1.000000	0.524313	1.000000	0.996120	None; None
siv_modules:16	['grey60']	0	0.354290		1.000000	0.699713	1.000000	0.943799	1.000000	0.996120	None; None
siv_modules:15	['paleturquoise']	0	0.244310		1.000000	0.781722	1.000000	0.989305	1.000000	0.996120	None; None
siv_modules:14	['darkorange']	0	0.367840		1.000000	0.690483	1.000000	0.943799	1.000000	0.996120	None; None
siv_modules:13	['darkred']	0	0.384250		1.000000	0.679283	1.000000	0.943799	1.000000	0.996120	None; None
siv_modules:12	['skyblue']	0	0.324720		1.000000	0.719713	1.000000	0.943799	1.000000	0.996120	None; None
siv_modules:11	['brown']	0	2.240640		1.000000	0.101409	1.000000	0.155210	1.000000	0.996120	None; None
siv_modules:10	['yellowgreen']	0	0.371490		1.000000	0.683223	1.000000	0.943799	1.000000	0.996120	None; None
siv_modules:27	['darkgrey']	0	0.324930		1.000000	0.720903	1.000000	0.943799	1.000000	0.996120	None; None
siv_modules:24	['steelblue']	0	0.331680		1.000000	0.712303	1.000000	0.943799	1.000000	0.996120	None; None
