Id	FunctionName	n_candidates	mean_n_resample	enrichment(log2)	emp_p_e	emp_p_d	fdr_e	fdr_d	BH_fdr_e	BH_fdr_d	Genes
hsa03019	['Messenger RNA biogenesis']	7	1.766490	1.986469	0.001880	0.999620	0.250080	1.000000	0.676793	0.999730	['ATXN2', 'KLC3', 'LARP4', 'PPP1CC', 'SYMPK', 'TUBA1A', 'XPO1']
hsa00310	['Lysine degradation']	3	0.355960	3.075175	0.005090	0.999720	0.352755	1.000000	0.916191	0.999730	['ALDH2', 'KMT2D', 'KMT5A']
hsa03036	['Chromosome and associated proteins']	13	6.801580	0.934570	0.017850	0.992120	0.843467	0.995174	1.000000	0.999730	['ANAPC7', 'C5orf42', 'CENPL', 'IFT81', 'KMT2D', 'KMT5A', 'KPNA6', 'MCRS1', 'SRCAP', 'TCTN1', 'TRIP4', 'TUBA1A', 'XPO1']
hsa00053	['Ascorbate and aldarate metabolism']	1	0.023660	5.401406	0.023400	0.999730	0.843467	1.000000	1.000000	0.999730	['ALDH2']
hsa03040	['Spliceosome']	2	0.281680	2.827871	0.033270	0.997190	0.995450	0.998619	1.000000	0.999730	['DDX23', 'SF3B4']
hsa03016	['Transfer RNA biogenesis']	3	0.710050	2.078970	0.033790	0.995050	0.995450	0.998429	1.000000	0.999730	['DARS2', 'PUS10', 'XPO1']
hsa04530	['Tight junction']	4	1.396060	1.518639	0.049200	0.988440	1.000000	0.989832	1.000000	0.999730	['PRKAG1', 'SYMPK', 'TJAP1', 'TUBA1A']
hsa03015	['mRNA surveillance pathway']	2	0.371490	2.428605	0.051669	0.994360	1.000000	0.998429	1.000000	0.999730	['PPP1CC', 'SYMPK']
hsa00340	['Histidine metabolism']	1	0.056330	4.149953	0.054789	0.998470	1.000000	1.000000	1.000000	0.999730	['ALDH2']
hsa03000	['Transcription factors']	8	4.414500	0.857750	0.074279	0.967930	1.000000	0.988093	1.000000	0.999730	['ATF7', 'CUX2', 'KMT2D', 'RAI1', 'REL', 'ZFHX3', 'ZNF689', 'ZNF764']
hsa05168	['Herpes simplex virus 1 infection']	3	0.958440	1.646202	0.076739	0.981000	1.000000	0.989240	1.000000	0.999730	['PPP1CC', 'ZNF689', 'ZNF764']
hsa03450	['Non-homologous end-joining']	1	0.089760	3.477784	0.086369	0.996610	1.000000	0.998619	1.000000	0.999730	['PRKDC']
hsa04144	['Endocytosis']	4	1.695620	1.238187	0.088699	0.973090	1.000000	0.989240	1.000000	0.999730	['EPN2', 'VPS29', 'VPS35', 'VPS45']
hsa04110	['Cell cycle']	2	0.519820	1.943916	0.093739	0.985120	1.000000	0.989240	1.000000	0.999730	['ANAPC7', 'PRKDC']
hsa05010	['Alzheimer disease']	4	1.762040	1.182753	0.099279	0.968740	1.000000	0.988093	1.000000	0.999730	['ATP2A2', 'KLC3', 'TUBA1A', 'WNT1']
hsa00330	['Arginine and proline metabolism']	1	0.108980	3.197865	0.103119	0.994330	1.000000	0.998429	1.000000	0.999730	['ALDH2']
hsa03021	['Transcription machinery']	3	1.141430	1.394120	0.104759	0.973630	1.000000	0.989240	1.000000	0.999730	['GPN3', 'PPP1CC', 'SYMPK']
hsa05410	['Hypertrophic cardiomyopathy (HCM)']	3	1.169260	1.359367	0.108299	0.973510	1.000000	0.989240	1.000000	0.999730	['ATP2A2', 'CACNB3', 'PRKAG1']
hsa00790	['Folate biosynthesis']	1	0.124960	3.000462	0.119169	0.994340	1.000000	0.998429	1.000000	0.999730	['GPHN']
hsa00071	['Fatty acid degradation']	1	0.126600	2.981651	0.119189	0.992910	1.000000	0.995174	1.000000	0.999730	['ALDH2']
hsa05164	['Influenza A']	2	0.605120	1.724707	0.121669	0.978160	1.000000	0.989240	1.000000	0.999730	['KPNA6', 'XPO1']
hsa04121	['Ubiquitin system']	7	4.197550	0.737807	0.126959	0.941311	1.000000	0.980251	1.000000	0.999730	['ANAPC7', 'BRAP', 'FBXW10', 'KCTD13', 'RC3H1', 'USP34', 'USP42']
hsa04550	['Signaling pathways regulating pluripotency of stem cells']	2	0.631040	1.664197	0.131849	0.975230	1.000000	0.989240	1.000000	0.999730	['WNT1', 'ZFHX3']
hsa04931	['Insulin resistance']	2	0.678060	1.560515	0.146469	0.971490	1.000000	0.989111	1.000000	0.999730	['PPP1CC', 'PRKAG1']
hsa00010	['Glycolysis / Gluconeogenesis']	1	0.169960	2.556733	0.156788	0.987550	1.000000	0.989832	1.000000	0.999730	['ALDH2']
hsa00620	['Pyruvate metabolism']	1	0.178530	2.485762	0.165188	0.987300	1.000000	0.989832	1.000000	0.999730	['ALDH2']
hsa00380	['Tryptophan metabolism']	1	0.179630	2.476900	0.165258	0.986320	1.000000	0.989832	1.000000	0.999730	['ALDH2']
hsa04910	['Insulin signaling pathway']	2	0.737460	1.439363	0.168688	0.964020	1.000000	0.985019	1.000000	0.999730	['PPP1CC', 'PRKAG1']
hsa04114	['Oocyte meiosis']	2	0.751500	1.412155	0.171428	0.962200	1.000000	0.985019	1.000000	0.999730	['ANAPC7', 'PPP1CC']
hsa03400	['DNA repair and recombination proteins']	3	1.440810	1.058082	0.174108	0.944431	1.000000	0.980251	1.000000	0.999730	['PRKDC', 'RAD9B', 'REV1']
hsa05224	['Breast cancer']	2	0.785180	1.348905	0.183958	0.956970	1.000000	0.985019	1.000000	0.999730	['FGF7', 'WNT1']
hsa04260	['Cardiac muscle contraction']	2	0.791200	1.337886	0.184998	0.959760	1.000000	0.985019	1.000000	0.999730	['ATP2A2', 'CACNB3']
hsa03041	['Spliceosome']	3	1.506410	0.993848	0.185988	0.941841	1.000000	0.980251	1.000000	0.999730	['DDX23', 'PPP1CC', 'SF3B4']
hsa04261	['Adrenergic signaling in cardiomyocytes']	3	1.513550	0.987026	0.191458	0.938541	1.000000	0.979450	1.000000	0.999730	['ATP2A2', 'CACNB3', 'PPP1CC']
hsa04218	['Cellular senescence']	2	0.813840	1.297183	0.194728	0.952440	1.000000	0.983737	1.000000	0.999730	['PPP1CC', 'RAD9B']
hsa04810	['Regulation of actin cytoskeleton']	3	1.593050	0.913171	0.212998	0.924931	1.000000	0.973257	1.000000	0.999730	['ARHGEF4', 'FGF7', 'PPP1CC']
hsa03460	['Fanconi anemia pathway']	1	0.239350	2.062806	0.213688	0.976090	1.000000	0.989240	1.000000	0.999730	['REV1']
hsa00410	['beta-Alanine metabolism']	1	0.239680	2.060819	0.218208	0.979590	1.000000	0.989240	1.000000	0.999730	['ALDH2']
hsa04710	['Circadian rhythm']	1	0.246610	2.019697	0.221168	0.976230	1.000000	0.989240	1.000000	0.999730	['PRKAG1']
hsa03008	['Ribosome biogenesis in eukaryotes']	1	0.262320	1.930600	0.233298	0.973020	1.000000	0.989240	1.000000	0.999730	['XPO1']
hsa00970	['Aminoacyl-tRNA biosynthesis']	1	0.264040	1.921172	0.234208	0.972490	1.000000	0.989240	1.000000	0.999730	['DARS2']
hsa05226	['Gastric cancer']	2	0.931520	1.102341	0.238848	0.935851	1.000000	0.979450	1.000000	0.999730	['FGF7', 'WNT1']
hsa05217	['Basal cell carcinoma']	1	0.278400	1.844769	0.243848	0.968350	1.000000	0.988093	1.000000	0.999730	['WNT1']
hsa04146	['Peroxisome']	1	0.328060	1.607968	0.281927	0.958320	1.000000	0.985019	1.000000	0.999730	['PEX13']
hsa00280	['Valine, leucine and isoleucine degradation']	1	0.330210	1.598544	0.283217	0.957230	1.000000	0.985019	1.000000	0.999730	['ALDH2']
hsa05166	['Human T-cell leukemia virus 1 infection']	2	1.052740	0.925851	0.284587	0.912991	1.000000	0.967836	1.000000	0.999730	['ANAPC7', 'XPO1']
hsa04921	['Oxytocin signaling pathway']	3	1.872850	0.679727	0.288447	0.885561	1.000000	0.953121	1.000000	0.999730	['CACNB3', 'PPP1CC', 'PRKAG1']
hsa04014	['Ras signaling pathway']	3	1.908440	0.652569	0.299127	0.877131	1.000000	0.948709	1.000000	0.999730	['BRAP', 'FGF7', 'REL']
hsa01007	['Amino acid related enzymes']	1	0.352480	1.504387	0.300777	0.953260	1.000000	0.983737	1.000000	0.999730	['DARS2']
hsa05012	['Parkinson disease']	2	1.098740	0.864150	0.301277	0.906841	1.000000	0.965240	1.000000	0.999730	['KLC3', 'TUBA1A']
hsa04934	['Cushing syndrome']	2	1.147660	0.801305	0.320077	0.892901	1.000000	0.955542	1.000000	0.999730	['KMT2D', 'WNT1']
hsa04340	['Hedgehog signaling pathway']	1	0.381570	1.389980	0.320287	0.945241	1.000000	0.980251	1.000000	0.999730	['CSNK1G1']
hsa03032	['DNA replication proteins']	1	0.391850	1.351627	0.325567	0.941461	1.000000	0.980251	1.000000	0.999730	['PRKDC']
hsa04920	['Adipocytokine signaling pathway']	1	0.404680	1.305147	0.335397	0.938601	1.000000	0.979450	1.000000	0.999730	['PRKAG1']
hsa04390	['Hippo signaling pathway']	2	1.217350	0.716256	0.345667	0.880001	1.000000	0.950153	1.000000	0.999730	['PPP1CC', 'WNT1']
hsa05414	['Dilated cardiomyopathy (DCM)']	2	1.224220	0.708137	0.348997	0.880531	1.000000	0.950153	1.000000	0.999730	['ATP2A2', 'CACNB3']
hsa03013	['RNA transport']	1	0.440540	1.182655	0.358426	0.928581	1.000000	0.974374	1.000000	0.999730	['XPO1']
hsa05412	['Arrhythmogenic right ventricular cardiomyopathy (ARVC)']	2	1.276260	0.648078	0.368016	0.869011	1.000000	0.948190	1.000000	0.999730	['ATP2A2', 'CACNB3']
hsa05017	['Spinocerebellar ataxia']	2	1.302090	0.619171	0.375696	0.860291	1.000000	0.938781	1.000000	0.999730	['ATP2A2', 'ATXN2']
hsa04145	['Phagosome']	1	0.474230	1.076341	0.380946	0.919131	1.000000	0.967836	1.000000	0.999730	['TUBA1A']
