Id	FunctionName	n_candidates	mean_n_resample	enrichment(log2)	emp_p_e	emp_p_d	fdr_e	fdr_d	BH_fdr_e	BH_fdr_d	Genes
hsa00310	['Lysine degradation']	6	1.113770	2.429511	0.000700	0.999910	0.116760	1.000000	0.251997	0.999910	None; ['EHMT1', 'SMYD3', 'WHSC1']; ['ALDH2', 'KMT2D', 'KMT5A']
hsa03008	['Ribosome biogenesis in eukaryotes']	4	0.785390	2.348519	0.007810	0.999020	0.727105	1.000000	0.699193	0.999910	['UTP4']; ['SNU13', 'UTP4']; ['XPO1']
hsa05144	['Malaria']	3	0.416710	2.847847	0.008360	0.999240	0.727105	1.000000	0.699193	0.999910	['CD36', 'THBS3']; ['THBS3']; None
hsa03009	['Ribosome biogenesis']	7	2.303810	1.603333	0.008590	0.997620	0.727105	1.000000	0.699193	0.999910	['TFB1M', 'UTP4']; ['NIP7', 'RRP12', 'SNU13', 'UTP4']; ['XPO1']
hsa03040	['Spliceosome']	4	0.878960	2.186131	0.011950	0.997820	0.727105	1.000000	0.699193	0.999910	None; ['SF3B3', 'SNU13']; ['DDX23', 'SF3B4']
hsa00511	['Other glycan degradation']	2	0.167860	3.574670	0.012220	0.999450	0.727105	1.000000	0.699193	0.999910	['GBA']; ['GBA']; None
hsa05168	['Herpes simplex virus 1 infection']	8	3.138620	1.349870	0.016020	0.994460	0.727105	1.000000	0.699193	0.999910	['TAB2', 'ZNF879']; ['OAS2', 'PDIA3', 'TAB2']; ['PPP1CC', 'ZNF689', 'ZNF764']
hsa00910	['Nitrogen metabolism']	2	0.198490	3.332862	0.016850	0.999090	0.727105	1.000000	0.699193	0.999910	['CA5A']; ['CA4']; None
hsa04371	['Apelin signaling pathway']	9	3.957670	1.185274	0.017480	0.993670	0.727105	1.000000	0.699193	0.999910	['ITPR1', 'MEF2C', 'RYR2']; ['GNG7', 'HDAC4', 'HDAC5', 'MEF2C', 'PRKAA1']; ['PRKAG1']
hsa03000	['Transcription factors']	22	13.733680	0.679785	0.020450	0.988760	0.727105	1.000000	0.736193	0.999910	['CUX2', 'EBF1', 'EMX1', 'ERG', 'GLIS3', 'IRF4', 'MEF2C', 'ZNF879']; ['CREB5', 'MEF2C', 'MXD3', 'MYT1', 'RUNX1', 'SIM2']; ['ATF7', 'CUX2', 'KMT2D', 'RAI1', 'REL', 'ZFHX3', 'ZNF689', 'ZNF764']
hsa03036	['Chromosome and associated proteins']	31	21.246360	0.545053	0.024430	0.985190	0.727105	1.000000	0.742193	0.999910	['BRD3', 'BRDT', 'BRPF3', 'CHTF8', 'EVC2', 'IFT172', 'PPP2R5C', 'SCML4', 'ZMYND11']; ['CBX7', 'EHMT1', 'HDAC4', 'HDAC5', 'MYT1', 'NCOA3', 'SF3B3', 'SMYD3', 'WHSC1']; ['ANAPC7', 'C5orf42', 'CENPL', 'IFT81', 'KMT2D', 'KMT5A', 'KPNA6', 'MCRS1', 'SRCAP', 'TCTN1', 'TRIP4', 'TUBA1A', 'XPO1']
hsa04621	['NOD-like receptor signaling pathway']	6	2.231940	1.426664	0.024740	0.992620	0.727105	1.000000	0.742193	0.999910	['ITPR1', 'TAB2', 'TRPM7']; ['CARD6', 'OAS2', 'TAB2']; None
hsa04010	['MAPK signaling pathway']	13	7.285690	0.835374	0.031390	0.985670	0.727105	1.000000	0.869253	0.999910	['CACNA1I', 'CACNG6', 'MEF2C', 'PAK2', 'TAB2']; ['CACNA1I', 'DUSP5', 'MEF2C', 'PAK2', 'TAB2']; ['CACNB3', 'FGF7', 'MAPKAPK5']
hsa05410	['Hypertrophic cardiomyopathy (HCM)']	7	3.450360	1.020608	0.055479	0.978520	0.779909	1.000000	1.000000	0.999910	['CACNG6', 'RYR2', 'SGCD']; ['PRKAA1']; ['ATP2A2', 'CACNB3', 'PRKAG1']
hsa04975	['Fat digestion and absorption']	2	0.381780	2.389187	0.057119	0.992540	0.779909	1.000000	1.000000	0.999910	['CD36']; ['PLPP2']; None
hsa00600	['Sphingolipid metabolism']	3	0.874660	1.778168	0.057769	0.988520	0.779909	1.000000	1.000000	0.999910	['GBA']; ['GBA', 'PLPP2']; None
hsa04145	['Phagosome']	4	1.464700	1.449395	0.060049	0.984260	0.779909	1.000000	1.000000	0.999910	['CD36', 'THBS3']; ['THBS3']; ['TUBA1A']
hsa05170	['Human immunodeficiency virus 1 infection']	7	3.517180	0.992936	0.063629	0.974160	0.779909	1.000000	1.000000	0.999910	['ITPR1', 'PAK2', 'TAB2']; ['GNG7', 'PAK2', 'PDIA3', 'TAB2']; None
hsa04931	['Insulin resistance']	5	2.147300	1.219404	0.064429	0.979630	0.779909	1.000000	1.000000	0.999910	['CD36']; ['CREB5', 'PRKAA1']; ['PPP1CC', 'PRKAG1']
hsa05169	['Epstein-Barr virus infection']	5	2.191610	1.189937	0.070079	0.976400	0.779909	1.000000	1.000000	0.999910	['TAB2']; ['OAS2', 'PDIA3', 'PSMD14', 'TAB2']; None
hsa04144	['Endocytosis']	9	5.140640	0.807977	0.073739	0.965410	0.779909	1.000000	1.000000	0.999910	['GRK4', 'VPS4A']; ['GIT1', 'GRK4', 'VPS4A']; ['EPN2', 'VPS29', 'VPS35', 'VPS45']
hsa04142	['Lysosome']	4	1.664420	1.264980	0.085289	0.975290	0.798083	1.000000	1.000000	0.999910	['GAA', 'GBA']; ['GBA']; ['AP4S1']
hsa05034	['Alcoholism']	5	2.393930	1.062547	0.090589	0.968190	0.817234	1.000000	1.000000	0.999910	None; ['CREB5', 'GNG7', 'HDAC4', 'HDAC5']; ['PPP1CC']
hsa00053	['Ascorbate and aldarate metabolism']	1	0.103740	3.268956	0.098829	0.995210	0.841205	1.000000	1.000000	0.999910	None; None; ['ALDH2']
hsa05130	['Pathogenic Escherichia coli infection']	6	3.204880	0.904692	0.102919	0.957740	0.857171	1.000000	1.000000	0.999910	['BAIAP2', 'PAK2', 'TAB2']; ['PAK2', 'TAB2']; ['TUBA1A']
hsa03019	['Messenger RNA biogenesis']	9	5.541650	0.699609	0.106129	0.946881	0.857171	1.000000	1.000000	0.999910	['DDX60']; ['ATXN2']; ['ATXN2', 'KLC3', 'LARP4', 'PPP1CC', 'SYMPK', 'TUBA1A', 'XPO1']
hsa04921	['Oxytocin signaling pathway']	9	5.652920	0.670929	0.112829	0.943171	0.860552	1.000000	1.000000	0.999910	['CACNG6', 'ITPR1', 'MEF2C', 'RYR2']; ['MEF2C', 'PRKAA1']; ['CACNB3', 'PPP1CC', 'PRKAG1']
hsa04218	['Cellular senescence']	5	2.557200	0.967363	0.113159	0.956670	0.860552	1.000000	1.000000	0.999910	['HIPK2', 'ITPR1', 'TRPM7']; None; ['PPP1CC', 'RAD9B']
hsa04152	['AMPK signaling pathway']	5	2.581920	0.953484	0.117099	0.954120	0.860552	1.000000	1.000000	0.999910	['CD36', 'PPP2R5C']; ['CREB5', 'PRKAA1']; ['PRKAG1']
hsa03015	['mRNA surveillance pathway']	3	1.207610	1.312808	0.120729	0.966990	0.860552	1.000000	1.000000	0.999910	['PPP2R5C']; None; ['PPP1CC', 'SYMPK']
hsa04920	['Adipocytokine signaling pathway']	3	1.225740	1.291310	0.122189	0.966450	0.860552	1.000000	1.000000	0.999910	['CD36']; ['PRKAA1']; ['PRKAG1']
hsa05202	['Transcriptional misregulation in cancer']	6	3.386640	0.825108	0.124819	0.945811	0.860552	1.000000	1.000000	0.999910	['ERG', 'MEF2C']; ['MEF2C', 'RUNX1', 'WHSC1']; ['REL']
