Id	FunctionName	n_candidates	mean_n_resample	enrichment(log2)	emp_p_e	emp_p_d	fdr_e	fdr_d	BH_fdr_e	BH_fdr_d	Genes
hsa00310	['Lysine degradation']	3	0.375930	2.996427	0.005720	0.999470	0.833150	1.000000	0.642954	0.999470	['EHMT1', 'SMYD3', 'WHSC1']
hsa05169	['Epstein-Barr virus infection']	4	0.742850	2.428857	0.006660	0.999120	0.833150	1.000000	0.642954	0.999470	['OAS2', 'PDIA3', 'PSMD14', 'TAB2']
hsa05034	['Alcoholism']	4	0.796080	2.329015	0.007350	0.998980	0.833150	1.000000	0.642954	0.999470	['CREB5', 'GNG7', 'HDAC4', 'HDAC5']
hsa03009	['Ribosome biogenesis']	4	0.772090	2.373159	0.007370	0.999070	0.833150	1.000000	0.642954	0.999470	['NIP7', 'RRP12', 'SNU13', 'UTP4']
hsa04371	['Apelin signaling pathway']	5	1.311930	1.930237	0.008930	0.998530	0.833150	1.000000	0.642954	0.999470	['GNG7', 'HDAC4', 'HDAC5', 'MEF2C', 'PRKAA1']
hsa03008	['Ribosome biogenesis in eukaryotes']	2	0.259430	2.946583	0.026480	0.997830	0.833150	1.000000	1.000000	0.999470	['SNU13', 'UTP4']
hsa05170	['Human immunodeficiency virus 1 infection']	4	1.184020	1.756307	0.031060	0.993510	0.833150	1.000000	1.000000	0.999470	['GNG7', 'PAK2', 'PDIA3', 'TAB2']
hsa04211	['Longevity regulating pathway']	3	0.714060	2.070845	0.033760	0.994550	0.833150	1.000000	1.000000	0.999470	['CREB5', 'EHMT1', 'PRKAA1']
hsa00600	['Sphingolipid metabolism']	2	0.296880	2.752048	0.034340	0.997030	0.833150	1.000000	1.000000	0.999470	['GBA', 'PLPP2']
hsa03040	['Spliceosome']	2	0.295280	2.759844	0.035370	0.996880	0.833150	1.000000	1.000000	0.999470	['SF3B3', 'SNU13']
hsa04621	['NOD-like receptor signaling pathway']	3	0.755690	1.989096	0.038840	0.993300	0.833150	1.000000	1.000000	0.999470	['CARD6', 'OAS2', 'TAB2']
hsa04147	['Exosome']	8	3.856230	1.052809	0.039300	0.984970	0.833150	1.000000	1.000000	0.999470	['CA4', 'CTH', 'CUBN', 'GNG7', 'PDIA3', 'SFN', 'SLC26A4', 'THBS3']
hsa00511	['Other glycan degradation']	1	0.054340	4.201842	0.053149	0.998810	0.833150	1.000000	1.000000	0.999470	['GBA']
hsa00910	['Nitrogen metabolism']	1	0.065290	3.936994	0.063529	0.998250	0.833150	1.000000	1.000000	0.999470	['CA4']
hsa05203	['Viral carcinogenesis']	3	0.928170	1.692502	0.064449	0.987100	0.833150	1.000000	1.000000	0.999470	['CREB5', 'HDAC4', 'HDAC5']
hsa04964	['Proximal tubule bicarbonate reclamation']	1	0.077630	3.687242	0.075249	0.997670	0.833150	1.000000	1.000000	0.999470	['CA4']
hsa02000	['Transporters']	7	3.706330	0.917364	0.076299	0.969040	0.833150	1.000000	1.000000	0.999470	['SLC16A10', 'SLC26A4', 'SLC38A6', 'SLC39A11', 'SLC4A10', 'SLCO3A1', 'STARD10']
hsa00450	['Selenocompound metabolism']	1	0.080290	3.638636	0.077429	0.997200	0.833150	1.000000	1.000000	0.999470	['CTH']
