Id	FunctionName	n_candidates	mean_n_resample	enrichment(log2)	emp_p_e	emp_p_d	fdr_e	fdr_d	BH_fdr_e	BH_fdr_d	Genes
hsa00310	['Lysine degradation']	6	0.731890	3.035264	0.000060	1.000000	0.007540	1.000000	0.021600	1.000000	['EHMT1', 'SMYD3', 'WHSC1']; ['ALDH2', 'KMT2D', 'KMT5A']
hsa03040	['Spliceosome']	4	0.576960	2.793457	0.002840	0.999680	0.227995	1.000000	0.511195	1.000000	['SF3B3', 'SNU13']; ['DDX23', 'SF3B4']
hsa03008	['Ribosome biogenesis in eukaryotes']	3	0.521750	2.523532	0.015160	0.998290	0.887830	1.000000	1.000000	1.000000	['SNU13', 'UTP4']; ['XPO1']
hsa03009	['Ribosome biogenesis']	5	1.516960	1.720745	0.018080	0.995960	0.887830	1.000000	1.000000	1.000000	['NIP7', 'RRP12', 'SNU13', 'UTP4']; ['XPO1']
hsa05034	['Alcoholism']	5	1.581100	1.660999	0.020250	0.995150	0.887830	1.000000	1.000000	1.000000	['CREB5', 'GNG7', 'HDAC4', 'HDAC5']; ['PPP1CC']
hsa05168	['Herpes simplex virus 1 infection']	6	2.037670	1.558042	0.020370	0.994160	0.887830	1.000000	1.000000	1.000000	['OAS2', 'PDIA3', 'TAB2']; ['PPP1CC', 'ZNF689', 'ZNF764']
hsa03036	['Chromosome and associated proteins']	22	13.955490	0.656671	0.024590	0.985930	0.887830	1.000000	1.000000	1.000000	['CBX7', 'EHMT1', 'HDAC4', 'HDAC5', 'MYT1', 'NCOA3', 'SF3B3', 'SMYD3', 'WHSC1']; ['ANAPC7', 'C5orf42', 'CENPL', 'IFT81', 'KMT2D', 'KMT5A', 'KPNA6', 'MCRS1', 'SRCAP', 'TCTN1', 'TRIP4', 'TUBA1A', 'XPO1']
hsa03019	['Messenger RNA biogenesis']	8	3.637390	1.137096	0.030340	0.988500	0.887830	1.000000	1.000000	1.000000	['ATXN2']; ['ATXN2', 'KLC3', 'LARP4', 'PPP1CC', 'SYMPK', 'TUBA1A', 'XPO1']
hsa04371	['Apelin signaling pathway']	6	2.621650	1.194487	0.046730	0.984690	0.941260	1.000000	1.000000	1.000000	['GNG7', 'HDAC4', 'HDAC5', 'MEF2C', 'PRKAA1']; ['PRKAG1']
hsa04931	['Insulin resistance']	4	1.402800	1.511691	0.051419	0.987860	0.941260	1.000000	1.000000	1.000000	['CREB5', 'PRKAA1']; ['PPP1CC', 'PRKAG1']
hsa04211	['Longevity regulating pathway']	4	1.412210	1.502045	0.052569	0.987220	0.941260	1.000000	1.000000	1.000000	['CREB5', 'EHMT1', 'PRKAA1']; ['PRKAG1']
hsa04144	['Endocytosis']	7	3.399580	1.041998	0.054639	0.979320	0.941260	1.000000	1.000000	1.000000	['GIT1', 'GRK4', 'VPS4A']; ['EPN2', 'VPS29', 'VPS35', 'VPS45']
hsa05169	['Epstein-Barr virus infection']	4	1.432410	1.481556	0.055809	0.984910	0.941260	1.000000	1.000000	1.000000	['OAS2', 'PDIA3', 'PSMD14', 'TAB2']; None
hsa04530	['Tight junction']	6	2.779150	1.110319	0.057519	0.979760	0.941260	1.000000	1.000000	1.000000	['PRKAA1', 'RUNX1']; ['PRKAG1', 'SYMPK', 'TJAP1', 'TUBA1A']
hsa00053	['Ascorbate and aldarate metabolism']	1	0.063200	3.983932	0.061339	0.998160	0.941260	1.000000	1.000000	1.000000	None; ['ALDH2']
hsa03000	['Transcription factors']	14	9.027650	0.633004	0.070179	0.961880	0.941260	1.000000	1.000000	1.000000	['CREB5', 'MEF2C', 'MXD3', 'MYT1', 'RUNX1', 'SIM2']; ['ATF7', 'CUX2', 'KMT2D', 'RAI1', 'REL', 'ZFHX3', 'ZNF689', 'ZNF764']
hsa04710	['Circadian rhythm']	2	0.474680	2.074973	0.081259	0.988700	0.941260	1.000000	1.000000	1.000000	['PRKAA1']; ['PRKAG1']
hsa03041	['Spliceosome']	6	3.077440	0.963232	0.083879	0.968510	0.941260	1.000000	1.000000	1.000000	['CLK2', 'SF3B3', 'SNU13']; ['DDX23', 'PPP1CC', 'SF3B4']
hsa03021	['Transcription machinery']	5	2.349760	1.089415	0.085579	0.969680	0.941260	1.000000	1.000000	1.000000	['GPN2', 'SF3B3']; ['GPN3', 'PPP1CC', 'SYMPK']
hsa04110	['Cell cycle']	3	1.100470	1.446843	0.096989	0.976330	0.941260	1.000000	1.000000	1.000000	['SFN']; ['ANAPC7', 'PRKDC']
hsa05203	['Viral carcinogenesis']	4	1.769690	1.176503	0.099899	0.968840	0.941260	1.000000	1.000000	1.000000	['CREB5', 'HDAC4', 'HDAC5']; ['REL']
hsa00511	['Other glycan degradation']	1	0.112370	3.153671	0.106839	0.994600	0.941260	1.000000	1.000000	1.000000	['GBA']; None
hsa00340	['Histidine metabolism']	1	0.115540	3.113536	0.109149	0.993760	0.941260	1.000000	1.000000	1.000000	None; ['ALDH2']
hsa04010	['MAPK signaling pathway']	8	4.836160	0.726138	0.109669	0.947401	0.941260	1.000000	1.000000	1.000000	['CACNA1I', 'DUSP5', 'MEF2C', 'PAK2', 'TAB2']; ['CACNB3', 'FGF7', 'MAPKAPK5']
hsa00600	['Sphingolipid metabolism']	2	0.570030	1.810890	0.110849	0.980690	0.941260	1.000000	1.000000	1.000000	['GBA', 'PLPP2']; None
hsa00910	['Nitrogen metabolism']	1	0.131260	2.929501	0.123639	0.992570	0.941260	1.000000	1.000000	1.000000	['CA4']; None
hsa05164	['Influenza A']	3	1.220060	1.298010	0.123729	0.966550	0.941260	1.000000	1.000000	1.000000	['OAS2']; ['KPNA6', 'XPO1']
hsa04964	['Proximal tubule bicarbonate reclamation']	1	0.157720	2.664562	0.147319	0.990040	1.000000	1.000000	1.000000	1.000000	['CA4']; None
hsa00450	['Selenocompound metabolism']	1	0.165560	2.594574	0.153038	0.988120	1.000000	1.000000	1.000000	1.000000	['CTH']; None
hsa03450	['Non-homologous end-joining']	1	0.184710	2.436666	0.170058	0.986210	1.000000	1.000000	1.000000	1.000000	None; ['PRKDC']
hsa03016	['Transfer RNA biogenesis']	3	1.439490	1.059405	0.173818	0.943971	1.000000	1.000000	1.000000	1.000000	None; ['DARS2', 'PUS10', 'XPO1']
hsa04922	['Glucagon signaling pathway']	3	1.458430	1.040546	0.178848	0.941961	1.000000	1.000000	1.000000	1.000000	['CREB5', 'PRKAA1']; ['PRKAG1']
hsa04621	['NOD-like receptor signaling pathway']	3	1.464160	1.034889	0.179418	0.940671	1.000000	1.000000	1.000000	1.000000	['CARD6', 'OAS2', 'TAB2']; None
hsa00260	['Glycine, serine and threonine metabolism']	1	0.203940	2.293783	0.184678	0.981870	1.000000	1.000000	1.000000	1.000000	['CTH']; None
hsa03015	['mRNA surveillance pathway']	2	0.786180	1.347068	0.185738	0.956440	1.000000	1.000000	1.000000	1.000000	None; ['PPP1CC', 'SYMPK']
hsa04614	['Renin-angiotensin system']	1	0.205930	2.279774	0.187048	0.982120	1.000000	1.000000	1.000000	1.000000	['PREP']; None
hsa05202	['Transcriptional misregulation in cancer']	4	2.245590	0.832905	0.187988	0.925681	1.000000	1.000000	1.000000	1.000000	['MEF2C', 'RUNX1', 'WHSC1']; ['REL']
hsa04920	['Adipocytokine signaling pathway']	2	0.811330	1.301639	0.194958	0.954690	1.000000	1.000000	1.000000	1.000000	['PRKAA1']; ['PRKAG1']
hsa00330	['Arginine and proline metabolism']	1	0.218050	2.197269	0.195298	0.978770	1.000000	1.000000	1.000000	1.000000	None; ['ALDH2']
hsa05410	['Hypertrophic cardiomyopathy (HCM)']	4	2.300800	0.797864	0.195368	0.923091	1.000000	1.000000	1.000000	1.000000	['PRKAA1']; ['ATP2A2', 'CACNB3', 'PRKAG1']
hsa03050	['Proteasome']	1	0.219880	2.185212	0.198128	0.979660	1.000000	1.000000	1.000000	1.000000	['PSMD14']; None
