Id	FunctionName	n_candidates	mean_n_resample	enrichment(log2)	emp_p_e	emp_p_d	fdr_e	fdr_d	BH_fdr_e	BH_fdr_d	Genes
hsa03000	['Transcription factors']	16	9.120530	0.810882	0.021030	0.989950	1.000000	1.000000	1.000000	0.998120	['CUX2', 'EBF1', 'EMX1', 'ERG', 'GLIS3', 'IRF4', 'MEF2C', 'ZNF879']; ['ATF7', 'CUX2', 'KMT2D', 'RAI1', 'REL', 'ZFHX3', 'ZNF689', 'ZNF764']
hsa04218	['Cellular senescence']	5	1.693010	1.562338	0.026350	0.993240	1.000000	1.000000	1.000000	0.998120	['HIPK2', 'ITPR1', 'TRPM7']; ['PPP1CC', 'RAD9B']
hsa05410	['Hypertrophic cardiomyopathy (HCM)']	6	2.318820	1.371572	0.026400	0.992220	1.000000	1.000000	1.000000	0.998120	['CACNG6', 'RYR2', 'SGCD']; ['ATP2A2', 'CACNB3', 'PRKAG1']
hsa03036	['Chromosome and associated proteins']	22	14.092450	0.642581	0.026460	0.984570	1.000000	1.000000	1.000000	0.998120	['BRD3', 'BRDT', 'BRPF3', 'CHTF8', 'EVC2', 'IFT172', 'PPP2R5C', 'SCML4', 'ZMYND11']; ['ANAPC7', 'C5orf42', 'CENPL', 'IFT81', 'KMT2D', 'KMT5A', 'KPNA6', 'MCRS1', 'SRCAP', 'TCTN1', 'TRIP4', 'TUBA1A', 'XPO1']
hsa05144	['Malaria']	2	0.278800	2.842698	0.030930	0.997580	1.000000	1.000000	1.000000	0.998120	['CD36', 'THBS3']; None
hsa03019	['Messenger RNA biogenesis']	8	3.670750	1.123925	0.031700	0.988410	1.000000	1.000000	1.000000	0.998120	['DDX60']; ['ATXN2', 'KLC3', 'LARP4', 'PPP1CC', 'SYMPK', 'TUBA1A', 'XPO1']
hsa00310	['Lysine degradation']	3	0.737840	2.023583	0.036530	0.993910	1.000000	1.000000	1.000000	0.998120	None; ['ALDH2', 'KMT2D', 'KMT5A']
hsa03015	['mRNA surveillance pathway']	3	0.792920	1.919715	0.045220	0.991800	1.000000	1.000000	1.000000	0.998120	['PPP2R5C']; ['PPP1CC', 'SYMPK']
hsa03016	['Transfer RNA biogenesis']	4	1.452590	1.461372	0.057339	0.985750	1.000000	1.000000	1.000000	0.998120	['PUS7L']; ['DARS2', 'PUS10', 'XPO1']
hsa05168	['Herpes simplex virus 1 infection']	5	2.059390	1.279711	0.061109	0.979770	1.000000	1.000000	1.000000	0.998120	['TAB2', 'ZNF879']; ['PPP1CC', 'ZNF689', 'ZNF764']
hsa00053	['Ascorbate and aldarate metabolism']	1	0.064200	3.961283	0.062289	0.998120	1.000000	1.000000	1.000000	0.998120	None; ['ALDH2']
hsa04114	['Oocyte meiosis']	4	1.531580	1.384979	0.065739	0.982110	1.000000	1.000000	1.000000	0.998120	['ITPR1', 'PPP2R5C']; ['ANAPC7', 'PPP1CC']
hsa04260	['Cardiac muscle contraction']	4	1.577620	1.342250	0.069329	0.981640	1.000000	1.000000	1.000000	0.998120	['CACNG6', 'RYR2']; ['ATP2A2', 'CACNB3']
hsa04145	['Phagosome']	3	0.973200	1.624154	0.074589	0.983800	1.000000	1.000000	1.000000	0.998120	['CD36', 'THBS3']; ['TUBA1A']
hsa04921	['Oxytocin signaling pathway']	7	3.779350	0.889217	0.083529	0.965030	1.000000	1.000000	1.000000	0.998120	['CACNG6', 'ITPR1', 'MEF2C', 'RYR2']; ['CACNB3', 'PPP1CC', 'PRKAG1']
