Id	FunctionName	n_candidates	mean_n_resample	enrichment(log2)	emp_p_e	emp_p_d	fdr_e	fdr_d	BH_fdr_e	BH_fdr_d	Genes
hsa04621	['NOD-like receptor signaling pathway']	6	1.456750	2.042209	0.002880	0.999330	0.456870	1.000000	0.548889	0.999720	['ITPR1', 'MAPK13', 'PLCB1', 'STAT1', 'TAB2', 'TRPM7']
hsa00500	['Starch and sucrose metabolism']	3	0.347150	3.111331	0.004830	0.999720	0.456870	1.000000	0.548889	0.999720	['GAA', 'GYS1', 'HK1']
hsa04131	['Membrane trafficking']	33	21.142910	0.642292	0.005080	0.997160	0.456870	1.000000	0.548889	0.999720	['ANKFY1', 'ARHGAP12', 'ARHGAP15', 'ARHGAP26', 'ARHGEF39', 'BAIAP2', 'CD36', 'DLC1', 'DOCK3', 'DOCK8', 'FYCO1', 'HK1', 'ITSN1', 'LYN', 'MANF', 'MYO5B', 'NBAS', 'NCAM2', 'PACS2', 'PEX14', 'PI4K2A', 'PLCB1', 'RPTOR', 'SEC22C', 'SEPT2', 'STX2', 'TBC1D7', 'THBS3', 'TRAPPC12', 'TRAPPC9', 'VPS13D', 'VPS4A', 'VPS54']
hsa05140	['Leishmaniasis']	3	0.435640	2.783754	0.009200	0.999100	0.456870	1.000000	0.548889	0.999720	['MAPK13', 'STAT1', 'TAB2']
hsa04922	['Glucagon signaling pathway']	5	1.408460	1.827810	0.011960	0.997650	0.456870	1.000000	0.548889	0.999720	['CPT1C', 'GYS1', 'ITPR1', 'PLCB1', 'SIK2']
hsa04060	['Cytokine-cytokine receptor interaction']	5	1.389990	1.846854	0.012620	0.996910	0.456870	1.000000	0.548889	0.999720	['BMP7', 'CCR3', 'CD4', 'CXCR6', 'IL20RA']
hsa05169	['Epstein-Barr virus infection']	5	1.443890	1.791967	0.014340	0.996980	0.456870	1.000000	0.548889	0.999720	['LYN', 'MAPK13', 'NCOR2', 'STAT1', 'TAB2']
hsa05130	['Pathogenic Escherichia coli infection']	6	2.077020	1.530447	0.017540	0.995250	0.456870	1.000000	0.548889	0.999720	['BAIAP2', 'LYN', 'MAPK13', 'MYO5B', 'PAK2', 'TAB2']
hsa04659	['Th17 cell differentiation']	4	1.024410	1.965207	0.018570	0.996500	0.456870	1.000000	0.548889	0.999720	['CD4', 'IRF4', 'MAPK13', 'STAT1']
hsa05131	['Shigellosis']	7	2.783220	1.330600	0.018590	0.994360	0.456870	1.000000	0.548889	0.999720	['HK1', 'ITPR1', 'MAPK13', 'PLCB1', 'RPTOR', 'SEPT2', 'TAB2']
