Id	FunctionName	n_candidates	mean_n_resample	enrichment(log2)	emp_p_e	emp_p_d	fdr_e	fdr_d	BH_fdr_e	BH_fdr_d	Genes
hsa03019	['Messenger RNA biogenesis']	11	3.443320	1.675631	0.000680	0.999900	0.097880	1.000000	0.244798	0.999900	['ATXN2', 'DDX60L', 'KLC3', 'LARP4', 'NUP155', 'PAPOLG', 'PCBP2', 'PPP1CC', 'SYMPK', 'TUBA1A', 'XPO1']
hsa00340	['Histidine metabolism']	2	0.108270	4.207295	0.004810	0.999890	0.369315	1.000000	0.537295	0.999900	['ALDH2', 'ALDH3A1']
hsa03041	['Spliceosome']	8	2.849230	1.489428	0.005600	0.998530	0.369315	1.000000	0.537295	0.999900	['DDX23', 'DHX38', 'KHDRBS1', 'MFAP1', 'PCBP2', 'PPP1CC', 'SF3B4', 'SYNCRIP']
hsa03036	['Chromosome and associated proteins']	23	13.100540	0.812008	0.005970	0.997230	0.369315	1.000000	0.537295	0.999900	['ANAPC7', 'ASXL2', 'B9D1', 'BICDL1', 'BPTF', 'C5orf42', 'CENPL', 'HOOK3', 'IFT81', 'KMT2D', 'KMT5A', 'KPNA6', 'MCRS1', 'MYT1L', 'NEK8', 'SIN3A', 'SRCAP', 'TCTN1', 'TRIP4', 'TUBA1A', 'UBN1', 'XPO1', 'XPO5']
hsa03013	['RNA transport']	4	0.853050	2.229298	0.009880	0.998370	0.369315	1.000000	0.566223	0.999900	['EIF5B', 'NUP155', 'XPO1', 'XPO5']
hsa03460	['Fanconi anemia pathway']	3	0.462000	2.698998	0.010680	0.999010	0.369315	1.000000	0.566223	0.999900	['POLH', 'REV1', 'TOP3A']
hsa03016	['Transfer RNA biogenesis']	5	1.373090	1.864502	0.011010	0.997700	0.369315	1.000000	0.566223	0.999900	['AIMP2', 'DARS2', 'PUS10', 'XPO1', 'XPO5']
hsa03040	['Spliceosome']	3	0.548740	2.450768	0.016650	0.997970	0.369315	1.000000	0.685993	0.999900	['DDX23', 'DHX38', 'SF3B4']
hsa04672	['Intestinal immune network for IgA production']	2	0.201480	3.311291	0.017150	0.998860	0.369315	1.000000	0.685993	0.999900	['CD28', 'ITGB7']
hsa05320	['Autoimmune thyroid disease']	2	0.239830	3.059916	0.021830	0.998730	0.382342	1.000000	0.785872	0.999900	['CD28', 'CTLA4']
hsa00310	['Lysine degradation']	3	0.692770	2.114514	0.027980	0.995920	0.443604	1.000000	0.915700	0.999900	['ALDH2', 'KMT2D', 'KMT5A']
hsa03015	['mRNA surveillance pathway']	3	0.721270	2.056351	0.033030	0.995280	0.476682	1.000000	0.990890	0.999900	['PAPOLG', 'PPP1CC', 'SYMPK']
hsa00010	['Glycolysis / Gluconeogenesis']	2	0.338130	2.564350	0.045140	0.995070	0.614687	1.000000	1.000000	0.999900	['ALDH2', 'ALDH3A1']
hsa00053	['Ascorbate and aldarate metabolism']	1	0.048190	4.375122	0.047250	0.999050	0.614687	1.000000	1.000000	0.999900	['ALDH2']
hsa04530	['Tight junction']	6	2.682110	1.161594	0.048560	0.984560	0.614687	1.000000	1.000000	0.999900	['ERBB2', 'LLGL1', 'PRKAG1', 'SYMPK', 'TJAP1', 'TUBA1A']
hsa03400	['DNA repair and recombination proteins']	6	2.795940	1.101629	0.059849	0.978980	0.662380	1.000000	1.000000	0.999900	['POLH', 'PRKDC', 'RAD23A', 'RAD9B', 'REV1', 'TOP3A']
hsa05224	['Breast cancer']	4	1.518010	1.397819	0.064299	0.983110	0.666032	1.000000	1.000000	0.999900	['ERBB2', 'FGF7', 'SP1', 'WNT1']
hsa05410	['Hypertrophic cardiomyopathy (HCM)']	5	2.234120	1.162221	0.065299	0.981180	0.666032	1.000000	1.000000	0.999900	['ATP2A2', 'CACNA2D3', 'CACNB3', 'ITGB7', 'PRKAG1']
hsa00410	['beta-Alanine metabolism']	2	0.457670	2.127620	0.068889	0.992560	0.666032	1.000000	1.000000	0.999900	['ALDH2', 'ALDH3A1']
hsa00360	['Phenylalanine metabolism']	1	0.075430	3.728718	0.073309	0.997880	0.666032	1.000000	1.000000	0.999900	['ALDH3A1']
hsa03029	['Mitochondrial biogenesis']	6	3.130880	0.938394	0.089019	0.966490	0.755697	1.000000	1.000000	0.999900	['C12orf65', 'DARS2', 'ERAL1', 'MCU', 'MSS51', 'SP1']
hsa05323	['Rheumatoid arthritis']	2	0.536470	1.898431	0.099869	0.983230	0.806353	1.000000	1.000000	0.999900	['CD28', 'CTLA4']
hsa05332	['Graft-versus-host disease']	1	0.111620	3.163333	0.105289	0.993920	0.814997	1.000000	1.000000	0.999900	['CD28']
hsa05330	['Allograft rejection']	1	0.112640	3.150209	0.106369	0.994000	0.814997	1.000000	1.000000	0.999900	['CD28']
hsa04144	['Endocytosis']	6	3.271330	0.875085	0.107069	0.956500	0.814997	1.000000	1.000000	0.999900	['CYTH3', 'EPN2', 'RAB35', 'VPS29', 'VPS35', 'VPS45']
hsa05016	['Huntington disease']	5	2.614830	0.935211	0.120309	0.954290	0.825301	1.000000	1.000000	0.999900	['KLC3', 'NDUFA11', 'SIN3A', 'SP1', 'TUBA1A']
hsa05010	['Alzheimer disease']	6	3.385010	0.825802	0.120549	0.949401	0.825301	1.000000	1.000000	0.999900	['ATP2A2', 'KLC3', 'MCU', 'NDUFA11', 'TUBA1A', 'WNT1']
hsa05168	['Herpes simplex virus 1 infection']	4	1.866580	1.099603	0.122289	0.956140	0.825301	1.000000	1.000000	0.999900	['PDIA3', 'PPP1CC', 'ZNF689', 'ZNF764']
hsa01524	['Platinum drug resistance']	2	0.612510	1.707195	0.124539	0.977830	0.825301	1.000000	1.000000	0.999900	['ERBB2', 'POLH']
