19	63407366
10	49246794
12	9321296
12	9074990
22	41456570
3	141640099
12	35946662
12	125998882
3	155512026
3	155462189
1	12868488
1	12802555
4	173278603
9	95431676
15	64712550
2A	70477162
11	75654238
2B	223323208
17	75437819
20	33095642
8	115500246
16	69611390
6	44965466
4	73626809
11	103914426
7	123642445
17	20224704
17	80577226
16	8888407
9	103711310
2B	220048227
7	47102360
16	2371528
1	94820374
17	68063191
17	67873816
17	67678010
17	67784812
7	88131134
1	208642096
2B	173181686
7	87962312
7	19302304
2B	224293128
7	152197018
12	123786956
16	47169772
16	47082898
17	49250814
13	95360134
16	16295742
11	17228722
12	66641672
12	49864770
1	95233530
14	73542998
4	148103462
6	30927428
7	152377644
3	188221198
21	28322010
4	90377917
11	117090004
2A	44496017
2A	44530609
3	115301867
20	25516226
14	49820435
13	108584264
3	52818882
3	52807808
17	27497098
6	31977298
19	1833102
9	70439890
15	78379146
4	130502390
15	86487572
18	17337810
14	21516374
3	44347530
3	59168470
19	17577310
10	27156290
2B	208177010
17	8432028
3	104031432
9	130124739
1	157673458
10	113965648
4	8205896
5	150043804
17	1028655
8	105148714
6	140415782
6	26866060
3	131077020
11	34236667
2A	27936726
3	38713196
18	45723311
17	20000970
12	109589530
12	112166836
3	136109810
11	132357110
3	132315254
2B	215119372
1	76405482
12	121352770
10	122503377
17	7279154
15	86194024
17	7405626
3	199496302
1	1209692
11	105995652
6	161532056
1	205343996
17	12262437
10	27567752
1	158910496
10	15520401
11	44171664
11	44150593
17	62187656
9	19724053
11	74721690
7	101503885
14	21983976
1	137537115
3	43514892
2B	241823044
3	136100300
17	15507198
2B	138809672
9	32799696
22	40216458
13	76884451
14	72813156
1	55077652
5	34060066
6	24940858
14	72836199
14	72861903
1	6314801
20	42846949
17	74918178
3	59418268
2A	263876
11	47378365
1	111584922
19	44318486
3	135843282
19	55715276
12	6804128
11	123663801
15	75789130
19	6198298
17	49041868
16	88838407
4	188112528
2B	228006408
10	111786383
5	132636290
16	20344229
16	20401270
16	20604854
12	7555554
16	20299054
10	94643857
20	25189627
20	31721322
12	81179118
1	208535672
7	4198612
5	57909718
15	31604448
20	30440734
3	183533709
7	101260986
9	107782300
9	107774589
1	17734587
14	68093790
1	216036682
19	43898720
14	57234606
10	101705365
2A	97830210
2A	66142378
2B	114400399
7	153969816
20	35636904
12	100508282
3	54744688
1	2800485
2B	162040441
12	37330534
2B	161810811
2B	151963348
3	39053518
12	37391795
11	65608842
14	74324816
2A	55049438
20	41607464
4	124865425
16	83805301
15	40360622
15	56018702
17	12633232
10	125765010
1	133313328
2A	9615328
8	36103423
5	158405635
8	36241526
14	69737418
14	69663043
