1	3133270
1	12809600
1	12814100
1	21691000
1	21711100
1	21829800
1	26701000
1	26713500
1	26730200
1	26738300
1	26751000
1	26761900
1	26771300
1	26783300
1	26887600
1	26903900
1	26913200
1	26929700
1	26939900
1	26953500
1	27413300
1	27549600
1	27576300
1	27820200
1	31038700
1	31045300
1	31059400
1	31064900
1	31079100
1	31087000
1	31098200
1	31107700
1	31123100
1	31166700
1	31848500
1	32038000
1	32044500
1	32142300
1	32153600
1	32170100
1	32178900
1	32207300
1	32224900
1	32232100
1	32244300
1	32253900
1	32264700
1	32272400
1	32280500
1	32288000
1	32298100
1	32306600
1	32319600
1	32325800
1	32338300
1	32347100
1	32356000
1	32507200
1	32511000
1	32526200
1	37799900
1	37821200
1	37825300
1	37854300
1	38169000
1	38224200
1	38301600
1	41306800
1	45443700
1	45483100
1	45496300
1	45505400
1	45522900
1	47719400
1	51065700
1	51220200
1	51297200
1	51347100
1	54249200
1	54289000
1	54404000
1	54676600
1	54684900
1	54729900
1	54813200
1	54831500
1	54838700
1	54847100
1	54865300
1	54870300
1	57215100
1	69077300
1	70969400
1	72350100
1	72481700
1	72500700
1	78391700
1	78426100
1	78764100
1	97581900
1	117798000
1	117829000
1	122925000
1	122949000
1	122976000
1	122997000
1	123009000
1	128079000
1	128093000
1	128111000
1	128121000
1	128142000
1	128149000
1	128159000
1	128167000
1	128227000
1	128247000
1	128255000
1	128262000
1	128284000
1	128296000
1	128314000
1	128465000
1	128470000
1	128584000
1	128596000
1	128722000
1	128834000
1	128901000
1	129156000
1	130050000
1	130775000
1	130809000
1	131557000
1	132763000
1	133684000
1	133779000
1	133793000
1	133812000
1	152286000
1	152295000
1	152306000
1	152317000
1	152337000
1	152346000
1	152362000
1	152373000
1	152392000
1	152416000
1	152434000
1	152447000
1	152457000
1	152475000
1	152722000
1	152732000
1	152740000
1	152746000
1	152759000
1	152773000
1	152780000
1	152788000
1	152796000
1	152812000
1	152822000
1	152829000
1	152849000
1	152871000
1	152875000
1	152887000
1	152900000
1	152906000
1	152914000
1	152947000
1	152953000
1	152960000
1	152968000
1	152975000
1	153003000
1	153019000
1	153033000
1	156722000
1	157254000
1	157256000
1	157301000
1	157308000
1	157316000
1	157320000
1	157326000
1	157330000
1	157343000
1	159379000
1	159512000
1	160596000
1	160602000
1	171541000
1	171545000
1	171609000
1	171711000
1	176951000
1	208746000
10	11989800
10	19781700
10	21854300
10	21975500
10	22016500
10	22021900
10	22034000
10	22043200
10	35514000
10	35624000
10	35671100
10	35681800
10	35998500
10	36026000
10	36050900
10	44295800
10	48943300
10	66478200
10	70647700
10	71291200
10	71298100
10	71300600
10	71305400
10	71309300
10	71313500
10	71320400
10	71324500
10	71332000
10	71335900
10	71339900
10	71345700
10	71351200
10	71355400
10	71360000
10	71364700
10	71368400
10	71372700
10	71382000
10	71388500
10	71390600
10	71394700
10	71400300
10	71405300
10	71409900
10	71414100
10	71415600
